year,symbol,fiscalDateEnding,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,reportedEPS,Sector,Industry,futureEPS
2009,GS,2009-12-31,848942000000,38290000000.0,38290000000.0,38290000000.0,342402000000.0,,14241000000.0,11380000000.0,7280000000.0,1377000000.0,1377000000.0,3543000000.0,532341000000.0,1484000000.0,144279000000.0,,,778228000000.0,128360000000.0,,,128360000000.0,128360000000.0,185085000000.0,,196288000000.0,17928000000.0,196288000000.0,246735000000.0,-236081000000.0,,70714000000.0,32156000000.0,50252000000.0,8000000.0,515113890.0,-25344000000,42875000000,25344000000,24025000000.0,-42588000000,17244000000.0,,17244000000,,-2935000000.0,13907000000.0,3000000000.0,,,,96000000.0,19829000000,6444000000,3000000000.0,-74376000000.0,13395000000.0,22829000000,22925000000.0,13385000000,23.19,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",17.07
2009,HON,2009-12-31,35993000000,13936000000.0,2801000000.0,2801000000.0,3446000000.0,6274000000.0,18953000000.0,4847000000.0,8674000000.0,12239000000.0,1745000000.0,10494000000.0,,262000000.0,,381000000.0,1016000000.0,27132000000.0,11147000000.0,3633000000.0,,1361000000.0,343000000.0,14863000000.0,,7264000000.0,1018000000.0,,7607000000.0,6153000000.0,6453000000.0,8861000000.0,8995000000.0,14023000000.0,958000000.0,755121951.0,6896000000,29951000000,23055000000,23260000000.0,-997000000,4323000000.0,1321000000.0,4434000000,33000000.0,,,459000000.0,-45000000.0,54000000.0,686000000.0,250000000.0,1984000000,436000000,458000000.0,1492000000.0,2153000000.0,-997000000,-747000000.0,1548000000,2.85,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,5.56
2009,IBM,2009-12-31,109022000000,48935000000.0,12183000000.0,13974000000.0,2494000000.0,10736000000.0,49443000000.0,14165000000.0,25431000000.0,22703000000.0,2513000000.0,20190000000.0,115000000.0,115000000.0,1791000000.0,-1000000.0,5379000000.0,86267000000.0,36002000000.0,7436000000.0,,4168000000.0,1946000000.0,50266000000.0,,24154000000.0,2222000000.0,,26100000000.0,5223000000.0,8819000000.0,22637000000.0,81243000000.0,80900000000.0,41810000000.0,1318329640.0,43785000000,95758000000,51973000000,50752000000.0,15792000000,20952000000.0,5820000000.0,28395000000,,-402000000.0,,402000000.0,-219000000.0,351000000.0,3773000000.0,1221000000.0,18138000000,4713000000,402000000.0,13425000000.0,29865000000.0,18540000000,19761000000.0,13425000000,10.01,TECHNOLOGY,COMPUTER & OFFICE EQUIPMENT,16.27
2009,INTC,2009-12-31,53095000000,21157000000.0,3987000000.0,13920000000.0,2935000000.0,2273000000.0,36890000000.0,17225000000.0,30597000000.0,5304000000.0,883000000.0,4421000000.0,16135000000.0,4952000000.0,9933000000.0,813000000.0,5340000000.0,11391000000.0,7591000000.0,1883000000.0,,172000000.0,15000000.0,3607000000.0,,2049000000.0,157000000.0,2049000000.0,2221000000.0,1722000000.0,1003000000.0,41704000000.0,,26318000000.0,14993000000.0,5523000000.0,19561000000,35127000000,23728000000,15566000000.0,5711000000,7931000000.0,5653000000.0,13850000000,168000000.0,-1000000.0,,1000000.0,,,4744000000.0,308000000.0,5704000000,1335000000,1000000.0,5711000000.0,5155000000.0,5711000000,6013000000.0,4369000000,0.77,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,2.33
2009,ISRG,2009-12-31,1809700000,847100000.0,221400000.0,555435000.0,57600000.0,205384000.0,963088000.0,125700000.0,65600000.0,166900000.0,56200000.0,110700000.0,1073600000.0,616545000.0,333998000.0,28209000.0,,272400000.0,202800000.0,27600000.0,,,68599000.0,69665000.0,,,,,,26000000.0,69600000.0,1537300000.0,,511700000.0,0.0,38500000.0,751100000,1052200000,301100000,301116000.0,377400000,278600000.0,95100000.0,373700000,,,,,,18672000.0,19000000.0,15618000.0,396100000,163500000,,232606000.0,236800000.0,377400000,393018000.0,232600000,0.66,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",1.62
2009,JPM,2009-12-31,2119673000000,89436000000.0,89436000000.0,89436000000.0,6424000000.0,,59475000000.0,11118000000.0,,48357000000.0,20152000000.0,48357000000.0,119630000000.0,601856000000.0,360365000000.0,701929000000.0,,1958828000000.0,41794000000.0,,,41794000000.0,41794000000.0,1824830000000.0,,266318000000.0,,,308112000000.0,-162696000000.0,604920000000.0,160845000000.0,7196000000.0,62481000000.0,4105000000.0,3942000000.0,48082000000,100434000000,52352000000,47213000000.0,18327000000,28705000000.0,,44953000000,,51152000000.0,66350000000.0,15198000000.0,49282000000.0,,,1050000000.0,16143000000,4415000000,15198000000.0,11652000000.0,17324000000.0,31341000000,32391000000.0,11728000000,2.24,FINANCE,NATIONAL COMMERCIAL BANKS,5.29
2009,KO,2009-12-31,48671000000,17551000000.0,7021000000.0,9151000000.0,2354000000.0,3758000000.0,28699000000.0,9561000000.0,6906000000.0,10407000000.0,6183000000.0,4224000000.0,8947000000.0,6755000000.0,2130000000.0,2226000000.0,1976000000.0,23872000000.0,13721000000.0,,,51000000.0,6322000000.0,9604000000.0,,5110000000.0,51000000.0,5059000000.0,11432000000.0,5511000000.0,2965000000.0,24799000000.0,25398000000.0,41537000000.0,880000000.0,2314000000.0,19902000000,30635000000,22446000000,11088000000.0,8231000000,11358000000.0,,12026000000,249000000.0,-355000000.0,,355000000.0,43000000.0,40000000.0,1005000000.0,63000000.0,8864000000,2040000000,355000000.0,7261000000.0,6824000000.0,9219000000,9282000000.0,6824000000,1.53,MANUFACTURING,BEVERAGES,2.05
2009,LLY,2009-12-31,27460900000,12486500000.0,4462900000.0,4497600000.0,2849900000.0,3831800000.0,6777000000.0,8197400000.0,6902600000.0,2524800000.0,2524800000.0,1175000000.0,216800000.0,1155800000.0,34700000.0,1307200000.0,1921400000.0,17935600000.0,6568100000.0,968100000.0,,27400000.0,27400000.0,11367500000.0,,6655000000.0,,6634700000.0,6682400000.0,2683900000.0,1309700000.0,12536900000.0,98500000.0,9830400000.0,718700000.0,1098367000.0,10003800000,21836000000,11832200000,4247000000.0,-1907900000,6892500000.0,4326500000.0,11911700000,-75200000.0,261300000.0,522600000.0,261300000.0,,-43400000.0,813500000.0,1297800000.0,5357800000,1029000000,-261300000.0,4328800000.0,4643700000.0,5619100000,7743000000.0,4328800000,4.43,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2.79
2009,LMT,2009-12-31,35111000000,12477000000.0,2391000000.0,2737000000.0,2183000000.0,6061000000.0,22634000000.0,4520000000.0,6885000000.0,10259000000.0,311000000.0,9948000000.0,1393000000.0,524000000.0,346000000.0,681000000.0,4387000000.0,30982000000.0,10703000000.0,2030000000.0,,,34000000.0,20279000000.0,,5052000000.0,0.0,5052000000.0,5086000000.0,1976000000.0,3096000000.0,3966000000.0,,12351000000.0,373000000.0,377600000.0,4147000000,44884000000,41069000000,39720000000.0,4367000000,373000000.0,717000000.0,1080000000,,-305000000.0,3000000.0,308000000.0,,123000000.0,750000000.0,1014000000.0,4188000000,1215000000,305000000.0,2967000000.0,3106000000.0,4496000000,5510000000.0,2973000000,7.8,MANUFACTURING,GUIDED MISSILES & SPACE VEHICLES & PARTS,11.4
2009,MA,2009-12-31,7470000000,5003000000.0,2055000000.0,2879784000.0,,536472000.0,2647119000.0,449000000.0,304000000.0,724000000.0,415000000.0,309000000.0,1039000000.0,517784000.0,824345000.0,126000000.0,184000000.0,3958000000.0,3167000000.0,290000000.0,,,,791281000.0,,20000000.0,0.0,22000000.0,845943000.0,121000000.0,426000000.0,3504000000.0,1250000000.0,1148000000.0,14000.0,130000000.0,2243678000,5099000000,2855006000,,2260000000,2690454000.0,,2970115000,58000000.0,-115109000.0,-109000.0,115000000.0,,15000000.0,,141000000.0,2218000000,755000000,115109000.0,1462624000.0,1548000000.0,2333000000,2474000000.0,1463000000,1.12,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",3.09
2009,MCD,2009-12-31,30224900000,3416300000.0,1796000000.0,1796000000.0,106200000.0,1060400000.0,26808600000.0,21531500000.0,11909000000.0,2425200000.0,2425200000.0,2425200000.0,1212700000.0,1212700000.0,,453700000.0,1639200000.0,16191000000.0,2988700000.0,636000000.0,,18100000.0,18100000.0,13202300000.0,,10578400000.0,18100000.0,10560300000.0,10578400000.0,1854800000.0,1363100000.0,14033900000.0,22854800000.0,31270800000.0,16600000.0,1078000000.0,18053700000,22744700000,4691000000,1301700000.0,6841000000,2234200000.0,,3862500000,,-473200000.0,,473200000.0,,119200000.0,1160800000.0,1216200000.0,6487000000,1936000000,473200000.0,4929300000.0,5197100000.0,6960200000,8176400000.0,4551000000,3.98,TRADE & SERVICES,RETAIL-EATING PLACES,5.1
2009,MMC,2009-12-31,15337000000,4931000000.0,1777000000.0,2079000000.0,,2724000000.0,3233000000.0,850000000.0,1332000000.0,6219000000.0,229000000.0,5990000000.0,9128000000.0,,302000000.0,279000000.0,924000000.0,8956000000.0,3715000000.0,,,558000000.0,558000000.0,5253000000.0,,3000000.0,558000000.0,,561000000.0,1319000000.0,1025000000.0,5828000000.0,806000000.0,7033000000.0,561000000.0,530000000.0,3387000000,10244000000,6857000000,8848000000.0,778000000,6484000000.0,,9053000000,17000000.0,-241000000.0,,241000000.0,-56000000.0,15000000.0,307000000.0,58000000.0,248000000,21000000,241000000.0,242000000.0,154000000.0,489000000,547000000.0,227000000,1.59,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",2.82
2009,MO,2009-12-31,36677000000,5773000000.0,1871000000.0,1871000000.0,1810000000.0,96000000.0,26073000000.0,2684000000.0,3460000000.0,17312000000.0,12138000000.0,5174000000.0,4980000000.0,4980000000.0,,660000000.0,1097000000.0,32573000000.0,7992000000.0,494000000.0,,775000000.0,0.0,20299000000.0,,11960000000.0,775000000.0,11185000000.0,11960000000.0,6723000000.0,1248000000.0,4069000000.0,23901000000.0,22599000000.0,935000000.0,2076028644.0,8834000000,23541000000,15163000000,14722000000.0,5462000000,61000000.0,177000000.0,441000000,,-1185000000.0,4000000.0,1189000000.0,0.0,600000000.0,271000000.0,20000000.0,4875000000,1669000000,0.0,3206000000.0,7033000000.0,6064000000,6084000000.0,3206000000,1.76,MANUFACTURING,CIGARETTES,2.57
2009,MRK,2009-12-31,112314000000,28432000000.0,9311000000.0,9604500000.0,8048000000.0,6603000000.0,84818300000.0,18279000000.0,12595000000.0,59795000000.0,47757000000.0,12038000000.0,666700000.0,432300000.0,293100000.0,4177000000.0,5376000000.0,53256000000.0,15641000000.0,2244000000.0,,1379000000.0,1379200000.0,16074900000.0,,17500000000.0,,16095000000.0,17454100000.0,206600000.0,,59058000000.0,21044000000.0,41405000000.0,1781000000.0,2746500000.0,8232300000,27428000000,19196000000,9018900000.0,-7789800000,8543000000.0,5845000000.0,16022100000,210000000.0,-460000000.0,,460000000.0,12000000.0,10668000000.0,,2576000000.0,15167000000,2268000000,460000000.0,2847100000.0,25590000000.0,15627000000,-5014400000.0,12899000000,3.26,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,3.5
2009,MS,2009-12-31,771462000000,31991000000.0,31991000000.0,31991000000.0,7259000000.0,,19283000000.0,7067000000.0,3734000000.0,12216000000.0,5054000000.0,7162000000.0,171253000000.0,3253000000.0,143208000000.0,644740000000.0,,718682000000.0,28624000000.0,,,2378000000.0,2378000000.0,193374000000.0,,193374000000.0,,,195752000000.0,403944000000.0,,46688000000.0,6039000000.0,35056000000.0,15000000.0,1360595214.0,857000000,23280000000,22501000000,1681000000.0,-21847000000,16313000000.0,,28925000000,,790000000.0,7477000000.0,6687000000.0,22490000000.0,,,1224000000.0,1049000000,-297000000,6221000000.0,1383000000.0,1206000000.0,7736000000,8960000000.0,1346000000,-1.07,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",2.32
2009,NEE,2009-12-31,48458000000,4337000000.0,238000000.0,238000000.0,877000000.0,1431000000.0,8043000000.0,36078000000.0,,366000000.0,253000000.0,113000000.0,,,,409000000.0,1625000000.0,35491000000.0,6449000000.0,,,2589000000.0,2020000000.0,12742000000.0,,16300000000.0,569000000.0,16300000000.0,18889000000.0,713000000.0,1412000000.0,12967000000.0,,7739000000.0,4000000.0,406500000.0,13878000000,15643000000,1765000000,7405000000.0,2594000000,51000000.0,,13049000000,,,78000000.0,849000000.0,60000000.0,12000000.0,,1765000000.0,1942000000,327000000,,2331000000.0,1802000000.0,2594000000,4359000000.0,1615000000,1.03,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,1.33
2009,NFLX,2009-12-31,679734000,411013000.0,134224000.0,320242000.0,,,159911000.0,131653000.0,,108810000.0,108810000.0,,,,186018000.0,26701000.0,12300000.0,480591000.0,227436000.0,92542000.0,,1410000.0,1410000.0,217650000.0,,236572000.0,1410000.0,200000000.0,386018000.0,33387000.0,16583000.0,199143000.0,0.0,198817000.0,53000.0,53440073.0,590998000,1670269000,1079271000,909461000.0,191939000,289077000.0,114542000.0,399059000,,-6475000.0,,6475000.0,,6728000.0,,38044000.0,192192000,76332000,6475000.0,115860000.0,116049000.0,198667000,236711000.0,115860000,0.28,TRADE & SERVICES,SERVICES-VIDEO TAPE RENTAL,0.52
2009,PEP,2009-12-31,39848000000,12571000000.0,3943000000.0,4135000000.0,2618000000.0,4624000000.0,27277000000.0,12671000000.0,12241000000.0,9157000000.0,2623000000.0,6534000000.0,4484000000.0,4484000000.0,192000000.0,1194000000.0,965000000.0,22406000000.0,8756000000.0,2881000000.0,,464000000.0,464000000.0,13650000000.0,,7502000000.0,102000000.0,7400000000.0,7966000000.0,1593000000.0,5591000000.0,16908000000.0,13383000000.0,33805000000.0,30000000.0,1561000000.0,7647000000,42835000000,35188000000,20099000000.0,8044000000,15026000000.0,414000000.0,15909000000,67000000.0,-397000000.0,,397000000.0,,67000000.0,1500000000.0,1572000000.0,8046000000,2100000000,397000000.0,5979000000.0,6846000000.0,8443000000,10015000000.0,5946000000,3.71,MANUFACTURING,BEVERAGES,4.63
2009,PFE,2009-12-31,212949000000,61670000000.0,1978000000.0,25969000000.0,12403000000.0,15840000000.0,146293000000.0,22780000000.0,11144000000.0,110372000000.0,68015000000.0,42357000000.0,937000000.0,13122000000.0,23991000000.0,7458000000.0,,122503000000.0,37225000000.0,4370000000.0,,5469000000.0,5442000000.0,85278000000.0,,46227000000.0,27000000.0,43193000000.0,51669000000.0,27386000000.0,5611000000.0,90014000000.0,21632000000.0,40426000000.0,443000000.0,7847000000.0,23369000000,50009000000,26640000000,8459000000.0,-2296000000,14752000000.0,7913000000.0,25665000000,,-1233000000.0,-1000000.0,1232000000.0,188000000.0,-62000000.0,,2877000000.0,10780000000,2145000000,1233000000.0,8521000000.0,22405000000.0,12012000000,14889000000.0,8635000000,2.02,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2.26
2009,PGR,2009-12-31,20049300000,1238700000.0,160700000.0,1238700000.0,,,961300000.0,961300000.0,595800000.0,,,,14713400000.0,,1078000000.0,,,14300700000.0,12124000000.0,,,,,2177000000.0,,2177200000.0,,,2177200000.0,12124000000.0,,5748600000.0,,3683100000.0,672600000.0,662600000.0,-5246200000,14563600000,19809800000,3300000.0,-19820600000,109000000.0,,1638800000,-11100000.0,368000000.0,507000000.0,139000000.0,14080700000.0,,87300000.0,127600000.0,1556900000,499400000,139000000.0,1057500000.0,1752200000.0,1695900000,1823500000.0,1057500000,1.55,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",1.92
2009,PM,2009-12-31,34552000000,14682000000.0,1540000000.0,1540000000.0,9207000000.0,3098000000.0,19870000000.0,6390000000.0,5868000000.0,12658000000.0,3546000000.0,9112000000.0,,,,532000000.0,822000000.0,28407000000.0,11178000000.0,670000000.0,,1744000000.0,1662000000.0,15969000000.0,,13754000000.0,82000000.0,13672000000.0,15416000000.0,441000000.0,609000000.0,5716000000.0,10228000000.0,15358000000.0,0.0,1887164503.0,16013000000,61283000000,46949000000,46067000000.0,10040000000,738000000.0,335000000.0,882000000,108000000.0,-797000000.0,108000000.0,905000000.0,9000000.0,,779000000.0,853000000.0,9033000000,2691000000,905000000.0,7349000000.0,14360000000.0,9938000000,10791000000.0,6342000000,3.31,MANUFACTURING,CIGARETTES,5.02
2009,QCOM,2009-09-30,27445000000,12570000000.0,2717000000.0,11069000000.0,453000000.0,700000000.0,14875000000.0,2387000000.0,2081000000.0,4557000000.0,3065000000.0,1492000000.0,15025000000.0,6673000000.0,8352000000.0,199000000.0,415000000.0,7129000000.0,2813000000.0,636000000.0,,,0.0,4316000000.0,,187000000.0,,,170000000.0,1227000000.0,852000000.0,20316000000.0,,11235000000.0,0.0,1669000000.0,7362000000,10387000000,3025000000,3181000000.0,2542000000,1462000000.0,2345000000.0,4631000000,516000000.0,-24000000.0,-37000000.0,-13000000.0,,,428000000.0,635000000.0,2203000000,611000000,24000000.0,1742000000.0,2483000000.0,2190000000,2825000000.0,1592000000,1.9,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,5.02
2009,RTX,2009-12-31,55762000000,23194000000.0,4449000000.0,4449000000.0,7509000000.0,8469000000.0,31521000000.0,6364000000.0,9313000000.0,19836000000.0,3538000000.0,16298000000.0,345000000.0,,,1078000000.0,3219000000.0,34374000000.0,17913000000.0,4634000000.0,,1487000000.0,254000000.0,16461000000.0,,9490000000.0,1233000000.0,,9744000000.0,11792000000.0,4054000000.0,20066000000.0,15408000000.0,27396000000.0,11565000000.0,1381700.0,13564000000,52920000000,39356000000,38861000000.0,6377000000,6036000000.0,1558000000.0,8299000000,,-617000000.0,88000000.0,705000000.0,,,852000000.0,347000000.0,5410000000,1581000000,705000000.0,4179000000.0,10446000000.0,6115000000,6462000000.0,3829000000,4.12,MANUFACTURING,AIRCRAFT ENGINES & ENGINE PARTS,6.82
2009,SBUX,2009-09-30,5576800000,2035800000.0,599800000.0,666100000.0,664900000.0,271000000.0,3612200000.0,2536400000.0,3164500000.0,327300000.0,68200000.0,259100000.0,352300000.0,423500000.0,66300000.0,433800000.0,253800000.0,2519900000.0,1581000000.0,267100000.0,,200000.0,0.0,950100000.0,,549500000.0,200000.0,549300000.0,549500000.0,925000000.0,389600000.0,3045700000.0,,2793200000.0,700000.0,742900000.0,3866100000,9774600000,5869400000,4324900000.0,562000000,453000000.0,6500000.0,1848000000,,-39100000.0,,39100000.0,7100000.0,,,534700000.0,559200000,168400000,39100000.0,315200000.0,407800000.0,598300000,1133000000.0,390800000,0.4,TRADE & SERVICES,RETAIL-EATING & DRINKING PLACES,1.33
2009,SCHW,2009-12-31,75431000000,8241000000.0,8241000000.0,8241000000.0,29979000000.0,,1169000000.0,641000000.0,1618000000.0,551000000.0,23000000.0,528000000.0,37409000000.0,,18373000000.0,38461000000.0,,70358000000.0,996000000.0,,,,,1401000000.0,,1512000000.0,,,1512000000.0,68957000000.0,,5073000000.0,4291000000.0,7243000000.0,14000000.0,1159000000.0,1276000000,4193000000,2917000000,,109000000,1941000000.0,,1388000000,,1245000000.0,1428000000.0,183000000.0,2871000000.0,,,159000000.0,1276000000,489000000,221000000.0,787000000.0,1149000000.0,1459000000,1618000000.0,787000000,0.68,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",0.95
2009,SHW,2009-12-31,4323855000,1770019000.0,69329000.0,69329000.0,738488000.0,696055000.0,2553836000.0,818685000.0,1402472000.0,1294238000.0,279413000.0,1014825000.0,85166000.0,,,144871000.0,195612000.0,2832905000.0,1393668000.0,674766000.0,,34941000.0,22674000.0,1439237000.0,,794937000.0,12267000.0,782670000.0,817611000.0,430924000.0,372783000.0,1490950000.0,4007633000.0,4518428000.0,228647000.0,109436869.0,3263169000,7094249000,3831080000,3831080000.0,633647000,2534775000.0,40425000.0,2629522000,2393000.0,-30984000.0,9042000.0,40026000.0,-4926000.0,-1743000.0,145186000.0,25718000.0,622817000,186969000,40026000.0,435848000.0,529011000.0,662843000,688561000.0,435848000,1.3,TRADE & SERVICES,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",2.98
2009,SO,2009-12-31,52046000000,5873000000.0,690000000.0,733000000.0,794000000.0,928000000.0,43121000000.0,39230000000.0,19121000000.0,,,,283000000.0,1963000000.0,43000000.0,49000000.0,395000000.0,36086000000.0,5584000000.0,1329000000.0,,1752000000.0,639000000.0,28885000000.0,,3997000000.0,1113000000.0,,4636000000.0,292000000.0,346000000.0,15960000000.0,15000000.0,7885000000.0,4101000000.0,810975000.0,14252000000,15743000000,1491000000,474000000.0,3268000000,815000000.0,,1034000000,23000000.0,,,905000000.0,-17000000.0,41000000.0,,1508000000.0,2539000000,896000000,905000000.0,802000000.0,3320000000.0,3268000000,4982000000.0,1643000000,2.32,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,2.81
2009,SPGI,2009-12-31,6475250000,2936396000.0,1118000000.0,1142602000.0,301229000.0,969662000.0,2741341000.0,579796000.0,990654000.0,2228735000.0,538735000.0,1690000000.0,14281000.0,,24602000.0,430976000.0,268973000.0,4546073000.0,2451954000.0,301828000.0,,0.0,22000.0,2094119000.0,,1197800000.0,233000.0,1197791000.0,1197822000.0,452853000.0,384645000.0,1847287000.0,4749143000.0,6522613000.0,411709000.0,312691000.0,3531000000,5870000000,2339000000,2386007000.0,1259000000,2113000000.0,,4608000000,,-76867000.0,133000.0,77000000.0,-1000000.0,,106000000.0,323189000.0,1160000000,429000000,76867000.0,734000000.0,1584768000.0,1237000000,1560189000.0,731000000,2.36,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",3.92
2009,SYK,2009-12-31,9071000000,5851200000.0,659000000.0,2954800000.0,943000000.0,1147100000.0,2934700000.0,947600000.0,1016100000.0,1591700000.0,634700000.0,957000000.0,2336100000.0,,2296100000.0,806300000.0,136700000.0,2475300000.0,1441000000.0,,,18000000.0,18000000.0,1035200000.0,,18000000.0,,,18000000.0,674300000.0,1035200000.0,6596000000.0,,5397400000.0,39800000.0,397900000.0,4539000000,6723100000,4792500000,2183700000.0,1594000000,2506000000.0,336000000.0,2945000000,,-19300000.0,,19300000.0,-1000000.0,29500000.0,165000000.0,35500000.0,1624000000,517000000,19300000.0,1107400000.0,1200000000.0,1594000000,1678800000.0,1107000000,2.95,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,4.73
2009,T,2009-12-31,268312000000,25187000000.0,3277000000.0,3802000000.0,885000000.0,14978000000.0,231354000000.0,99519000000.0,129642000000.0,121541000000.0,48759000000.0,72782000000.0,2921000000.0,2921000000.0,525000000.0,3792000000.0,6275000000.0,101707000000.0,36951000000.0,7511000000.0,1491000000.0,7361000000.0,33000000.0,64652000000.0,,72048000000.0,7328000000.0,64720000000.0,72081000000.0,4175000000.0,,101900000000.0,21260000000.0,21944000000.0,6495000000.0,5924000000.0,71874000000,122513000000,50639000000,50405000000.0,21000000000,31359000000.0,986000000.0,101513000000,,-3379000000.0,-11000000.0,3368000000.0,,152000000.0,15849000000.0,19714000000.0,18229000000,6091000000,3379000000.0,12118000000.0,15234000000.0,21597000000,42092000000.0,12138000000,2.12,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),2.51
2009,TMO,2009-12-31,21625000000,4530900000.0,1564100000.0,1571200000.0,1131400000.0,1409600000.0,17094100000.0,1333400000.0,738400000.0,15044000000.0,6337000000.0,8707000000.0,193200000.0,10400000.0,7100000.0,258700000.0,440800000.0,6194100000.0,1639300000.0,533600000.0,,117500000.0,117500000.0,4552900000.0,,657900000.0,,,2183400000.0,534000000.0,555100000.0,15430900000.0,576500000.0,4350800000.0,423900000.0,408800000.0,4024700000,9911600000,5886900000,6085000000.0,1002100000,2592700000.0,246100000.0,2668900000,16100000.0,-118100000.0,-100000.0,118000000.0,-15000000.0,-19800000.0,183000000.0,597000000.0,907500000,57200000,133100000.0,823200000.0,1088100000.0,1025500000,1622500000.0,850300000,3.05,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",6.95
2009,TXN,2009-12-31,12119000000,6114000000.0,1182000000.0,2925000000.0,1202000000.0,1277000000.0,5886000000.0,3158000000.0,3547000000.0,1050000000.0,124000000.0,926000000.0,,637000000.0,1743000000.0,710000000.0,51000000.0,2397000000.0,1587000000.0,503000000.0,,,,492000000.0,,,,,,1084000000.0,743000000.0,9722000000.0,14549000000.0,22066000000.0,1740000000.0,1242000000.0,4999000000,10427000000,5428000000,5428000000.0,1991000000,1320000000.0,1476000000.0,3056000000,24000000.0,,,24000000.0,0.0,26000000.0,877000000.0,48000000.0,2017000000,547000000,0.0,1470000000.0,3109000000.0,1991000000,2039000000.0,1470000000,1.15,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,2.49
